Season,Player,Pos,Age,Tm,G,GS,MP_tot,FG_tot,FGA_tot,FG_perc,3P_tot,3PA_tot,3P_perc,2P_tot,2PA_tot,2P_perc,eFG_perc,FT_tot,FTA_tot,FT_perc,ORB_tot,DRB_tot,TRB_tot,AST_tot,STL_tot,BLK_tot,TOV_tot,PF_tot,PTS_tot,MP_per_G,FG_per_G,FGA_per_G,3P_per_G,3PA_per_G,2P_per_G,2PA_per_G,FT_per_G,FTA_per_G,ORB_per_G,DRB_per_G,TRB_per_G,AST_per_G,STL_per_G,BLK_per_G,TOV_per_G,PF_per_G,PTS_per_G,FG_per_36m,FGA_per_36m,3P_per_36m,3PA_per_36m,2P_per_36m,2PA_per_36m,FT_per_36m,FTA_per_36m,ORB_per_36m,DRB_per_36m,TRB_per_36m,AST_per_36m,STL_per_36m,BLK_per_36m,TOV_per_36m,PF_per_36m,PTS_per_36m,PER,TS_perc,3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP
1986-87,Michael Jordan*,SG,23.0,CHI,82.0,82.0,3281.0,1098.0,2279.0,0.48200000000000004,12.0,66.0,0.182,1086.0,2213.0,0.491,0.484,833.0,972.0,0.857,166.0,264.0,430.0,377.0,236.0,125.0,272.0,237.0,3041.0,40.0,13.4,27.8,0.1,0.8,13.2,27.0,10.2,11.9,2.0,3.2,5.2,4.6,2.9,1.5,3.3,2.9,37.1,12.0,25.0,0.1,0.7,11.9,24.3,9.1,10.7,1.8,2.9,4.7,4.1,2.6,1.4,3.0,2.6,33.4,29.8,0.562,0.028999999999999998,0.42700000000000005,5.6,9.3,7.4,22.2,3.6,2.3,9.1,38.3,11.9,5.0,16.9,0.247,8.0,0.6,8.6,8.8
2005-06,Kobe Bryant,SG,27.0,LAL,80.0,80.0,3277.0,978.0,2173.0,0.45,180.0,518.0,0.34700000000000003,798.0,1655.0,0.48200000000000004,0.491,696.0,819.0,0.85,71.0,354.0,425.0,360.0,147.0,30.0,250.0,233.0,2832.0,41.0,12.2,27.2,2.3,6.5,10.0,20.7,8.7,10.2,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,10.7,23.9,2.0,5.7,8.8,18.2,7.6,9.0,0.8,3.9,4.7,4.0,1.6,0.3,2.7,2.6,31.1,28.0,0.5589999999999999,0.23800000000000002,0.377,2.6,12.7,7.6,24.1,2.4,0.7,9.0,38.7,11.6,3.7,15.3,0.22399999999999998,7.3,-1.5,5.8,6.5
1987-88,Michael Jordan*,SG,24.0,CHI,82.0,82.0,3311.0,1069.0,1998.0,0.535,7.0,53.0,0.132,1062.0,1945.0,0.546,0.537,723.0,860.0,0.841,139.0,310.0,449.0,485.0,259.0,131.0,252.0,270.0,2868.0,40.4,13.0,24.4,0.1,0.6,13.0,23.7,8.8,10.5,1.7,3.8,5.5,5.9,3.2,1.6,3.1,3.3,35.0,11.6,21.7,0.1,0.6,11.5,21.1,7.9,9.4,1.5,3.4,4.9,5.3,2.8,1.4,2.7,2.9,31.2,31.7,0.603,0.027000000000000003,0.43,4.8,10.7,7.8,27.0,3.9,2.4,9.6,34.1,15.2,6.1,21.2,0.308,9.8,2.3,12.2,11.8
1989-90,Michael Jordan*,SG,26.0,CHI,82.0,82.0,3197.0,1034.0,1964.0,0.526,92.0,245.0,0.376,942.0,1719.0,0.5479999999999999,0.55,593.0,699.0,0.848,143.0,422.0,565.0,519.0,227.0,54.0,247.0,241.0,2753.0,39.0,12.6,24.0,1.1,3.0,11.5,21.0,7.2,8.5,1.7,5.1,6.9,6.3,2.8,0.7,3.0,2.9,33.6,11.6,22.1,1.0,2.8,10.6,19.4,6.7,7.9,1.6,4.8,6.4,5.8,2.6,0.6,2.8,2.7,31.0,31.2,0.606,0.125,0.35600000000000004,5.3,15.6,10.4,28.6,3.5,1.1,9.8,33.7,14.7,4.3,19.0,0.285,9.7,0.8,10.6,10.1
2005-06,Allen Iverson*,PG,30.0,PHI,72.0,72.0,3103.0,815.0,1822.0,0.447,72.0,223.0,0.32299999999999995,743.0,1599.0,0.465,0.467,675.0,829.0,0.8140000000000001,44.0,188.0,232.0,532.0,140.0,10.0,248.0,121.0,2377.0,43.1,11.3,25.3,1.0,3.1,10.3,22.2,9.4,11.5,0.6,2.6,3.2,7.4,1.9,0.1,3.4,1.7,33.0,9.5,21.1,0.8,2.6,8.6,18.6,7.8,9.6,0.5,2.2,2.7,6.2,1.6,0.1,2.9,1.4,27.6,25.9,0.5429999999999999,0.122,0.455,1.7,7.1,4.4,34.9,2.3,0.2,10.2,35.8,8.8,1.8,10.6,0.165,6.0,-2.5,3.5,4.3
1984-85,Bernard King*,SF,28.0,NYK,55.0,55.0,2063.0,691.0,1303.0,0.53,1.0,10.0,0.1,690.0,1293.0,0.534,0.531,426.0,552.0,0.772,114.0,203.0,317.0,204.0,71.0,15.0,204.0,191.0,1809.0,37.5,12.6,23.7,0.0,0.2,12.5,23.5,7.7,10.0,2.1,3.7,5.8,3.7,1.3,0.3,3.7,3.5,32.9,12.1,22.7,0.0,0.2,12.0,22.6,7.4,9.6,2.0,3.5,5.5,3.6,1.2,0.3,3.6,3.3,31.6,25.2,0.585,0.008,0.424,6.2,11.8,8.9,18.6,1.7,0.4,11.7,35.1,5.7,1.5,7.1,0.166,5.8,-1.5,4.3,3.3
1992-93,Michael Jordan*,SG,29.0,CHI,78.0,78.0,3067.0,992.0,2003.0,0.495,81.0,230.0,0.35200000000000004,911.0,1773.0,0.514,0.515,476.0,569.0,0.8370000000000001,135.0,387.0,522.0,428.0,221.0,61.0,207.0,188.0,2541.0,39.3,12.7,25.7,1.0,2.9,11.7,22.7,6.1,7.3,1.7,5.0,6.7,5.5,2.8,0.8,2.7,2.4,32.6,11.6,23.5,1.0,2.7,10.7,20.8,5.6,6.7,1.6,4.5,6.1,5.0,2.6,0.7,2.4,2.2,29.8,29.7,0.564,0.115,0.284,4.9,15.1,9.8,25.2,3.7,1.3,8.4,34.7,12.0,5.2,17.2,0.27,8.3,1.2,9.5,8.9
1988-89,Michael Jordan*,SG,25.0,CHI,81.0,81.0,3255.0,966.0,1795.0,0.5379999999999999,27.0,98.0,0.276,939.0,1697.0,0.5529999999999999,0.546,674.0,793.0,0.85,149.0,503.0,652.0,650.0,234.0,65.0,290.0,247.0,2633.0,40.2,11.9,22.2,0.3,1.2,11.6,21.0,8.3,9.8,1.8,6.2,8.0,8.0,2.9,0.8,3.6,3.0,32.5,10.7,19.9,0.3,1.1,10.4,18.8,7.5,8.8,1.6,5.6,7.2,7.2,2.6,0.7,3.2,2.7,29.1,31.1,0.614,0.055,0.442,5.5,17.3,11.6,34.7,3.6,1.2,11.9,32.1,14.6,5.2,19.8,0.292,9.8,2.7,12.6,12.0
1981-82,George Gervin*,SG,29.0,SAS,79.0,79.0,2817.0,993.0,1987.0,0.5,10.0,36.0,0.278,983.0,1951.0,0.504,0.502,555.0,642.0,0.8640000000000001,138.0,254.0,392.0,187.0,77.0,45.0,210.0,215.0,2551.0,35.7,12.6,25.2,0.1,0.5,12.4,24.7,7.0,8.1,1.7,3.2,5.0,2.4,1.0,0.6,2.7,2.7,32.3,12.7,25.4,0.1,0.5,12.6,24.9,7.1,8.2,1.8,3.2,5.0,2.4,1.0,0.6,2.7,2.7,32.6,24.2,0.562,0.018000000000000002,0.32299999999999995,5.2,9.7,7.5,11.4,1.3,0.9,8.5,35.0,8.7,2.0,10.7,0.182,4.6,-2.9,1.7,2.6
2002-03,Tracy McGrady*,SG,23.0,ORL,75.0,74.0,2954.0,829.0,1813.0,0.457,173.0,448.0,0.386,656.0,1365.0,0.48100000000000004,0.505,576.0,726.0,0.7929999999999999,121.0,367.0,488.0,411.0,124.0,59.0,195.0,156.0,2407.0,39.4,11.1,24.2,2.3,6.0,8.7,18.2,7.7,9.7,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1,32.1,10.1,22.1,2.1,5.5,8.0,16.6,7.0,8.8,1.5,4.5,5.9,5.0,1.5,0.7,2.4,1.9,29.3,30.3,0.564,0.247,0.4,4.6,14.6,9.5,30.0,2.2,1.5,8.4,35.2,13.2,2.9,16.1,0.262,9.8,-0.1,9.7,8.7
2013-14,Kevin Durant,SF,25.0,OKC,81.0,81.0,3122.0,849.0,1688.0,0.503,192.0,491.0,0.391,657.0,1197.0,0.5489999999999999,0.56,703.0,805.0,0.873,58.0,540.0,598.0,445.0,103.0,59.0,285.0,174.0,2593.0,38.5,10.5,20.8,2.4,6.1,8.1,14.8,8.7,9.9,0.7,6.7,7.4,5.5,1.3,0.7,3.5,2.1,32.0,9.8,19.5,2.2,5.7,7.6,13.8,8.1,9.3,0.7,6.2,6.9,5.1,1.2,0.7,3.3,2.0,29.9,29.8,0.635,0.29100000000000004,0.47700000000000004,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33.0,14.8,4.4,19.2,0.295,8.4,0.4,8.8,8.5
2006-07,Kobe Bryant,SG,28.0,LAL,77.0,77.0,3140.0,813.0,1757.0,0.46299999999999997,137.0,398.0,0.344,676.0,1359.0,0.49700000000000005,0.502,667.0,768.0,0.868,75.0,364.0,439.0,413.0,111.0,36.0,255.0,205.0,2430.0,40.8,10.6,22.8,1.8,5.2,8.8,17.6,8.7,10.0,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,9.3,20.1,1.6,4.6,7.8,15.6,7.6,8.8,0.9,4.2,5.0,4.7,1.3,0.4,2.9,2.4,27.9,26.1,0.58,0.22699999999999998,0.43700000000000006,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,13.0,0.19899999999999998,6.1,-1.4,4.7,5.3
2016-17,Russell Westbrook,PG,28.0,OKC,81.0,81.0,2802.0,824.0,1941.0,0.425,200.0,583.0,0.34299999999999997,624.0,1358.0,0.45899999999999996,0.47600000000000003,710.0,840.0,0.845,137.0,727.0,864.0,840.0,132.0,31.0,438.0,190.0,2558.0,34.6,10.2,24.0,2.5,7.2,7.7,16.8,8.8,10.4,1.7,9.0,10.7,10.4,1.6,0.4,5.4,2.3,31.6,10.6,24.9,2.6,7.5,8.0,17.4,9.1,10.8,1.8,9.3,11.1,10.8,1.7,0.4,5.6,2.4,32.9,30.6,0.5539999999999999,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,13.1,0.22399999999999998,10.9,4.7,15.6,12.4
1990-91,Michael Jordan*,SG,27.0,CHI,82.0,82.0,3034.0,990.0,1837.0,0.539,29.0,93.0,0.312,961.0,1744.0,0.551,0.547,571.0,671.0,0.851,118.0,374.0,492.0,453.0,223.0,83.0,202.0,229.0,2580.0,37.0,12.1,22.4,0.4,1.1,11.7,21.3,7.0,8.2,1.4,4.6,6.0,5.5,2.7,1.0,2.5,2.8,31.5,11.7,21.8,0.3,1.1,11.4,20.7,6.8,8.0,1.4,4.4,5.8,5.4,2.6,1.0,2.4,2.7,30.6,31.6,0.605,0.051,0.365,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,14.9,5.4,20.3,0.321,8.9,1.8,10.8,9.8
2005-06,LeBron James,SF,21.0,CLE,79.0,79.0,3361.0,875.0,1823.0,0.48,127.0,379.0,0.335,748.0,1444.0,0.518,0.515,601.0,814.0,0.738,75.0,481.0,556.0,521.0,123.0,66.0,260.0,181.0,2478.0,42.5,11.1,23.1,1.6,4.8,9.5,18.3,7.6,10.3,0.9,6.1,7.0,6.6,1.6,0.8,3.3,2.3,31.4,9.4,19.5,1.4,4.1,8.0,15.5,6.4,8.7,0.8,5.2,6.0,5.6,1.3,0.7,2.8,1.9,26.5,28.1,0.568,0.20800000000000002,0.447,2.6,17.1,9.8,32.8,2.0,1.5,10.7,33.6,12.0,4.3,16.3,0.23199999999999998,7.9,1.4,9.3,9.5
2001-02,Allen Iverson*,SG,26.0,PHI,60.0,59.0,2622.0,665.0,1669.0,0.39799999999999996,78.0,268.0,0.29100000000000004,587.0,1401.0,0.419,0.42200000000000004,475.0,585.0,0.812,44.0,225.0,269.0,331.0,168.0,13.0,237.0,102.0,1883.0,43.7,11.1,27.8,1.3,4.5,9.8,23.4,7.9,9.8,0.7,3.8,4.5,5.5,2.8,0.2,4.0,1.7,31.4,9.1,22.9,1.1,3.7,8.1,19.2,6.5,8.0,0.6,3.1,3.7,4.5,2.3,0.2,3.3,1.4,25.9,21.9,0.489,0.161,0.35100000000000003,1.9,9.6,5.8,27.6,3.5,0.4,11.0,37.8,2.6,4.3,6.9,0.126,3.7,0.2,3.8,3.9
2000-01,Allen Iverson*,SG,25.0,PHI,71.0,71.0,2979.0,762.0,1813.0,0.42,98.0,306.0,0.32,664.0,1507.0,0.441,0.447,585.0,719.0,0.8140000000000001,50.0,223.0,273.0,325.0,178.0,20.0,237.0,147.0,2207.0,42.0,10.7,25.5,1.4,4.3,9.4,21.2,8.2,10.1,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1,31.1,9.2,21.9,1.2,3.7,8.0,18.2,7.1,8.7,0.6,2.7,3.3,3.9,2.2,0.2,2.9,1.8,26.7,24.0,0.518,0.16899999999999998,0.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,7.3,4.5,11.8,0.19,5.0,-0.1,4.8,5.1
1981-82,Moses Malone*,C,26.0,HOU,81.0,81.0,3398.0,945.0,1822.0,0.519,0.0,6.0,0.0,945.0,1816.0,0.52,0.519,630.0,827.0,0.762,558.0,630.0,1188.0,142.0,76.0,125.0,294.0,208.0,2520.0,42.0,11.7,22.5,0.0,0.1,11.7,22.4,7.8,10.2,6.9,7.8,14.7,1.8,0.9,1.5,3.6,2.6,31.1,10.0,19.3,0.0,0.1,10.0,19.2,6.7,8.8,5.9,6.7,12.6,1.5,0.8,1.3,3.1,2.2,26.7,26.8,0.5760000000000001,0.003,0.45399999999999996,17.5,21.2,19.3,6.9,1.1,2.1,11.9,29.9,11.7,3.7,15.4,0.218,5.4,-1.1,4.3,5.4
1989-90,Karl Malone*,PF,26.0,UTA,82.0,82.0,3122.0,914.0,1627.0,0.562,16.0,43.0,0.37200000000000005,898.0,1584.0,0.5670000000000001,0.5670000000000001,696.0,913.0,0.762,232.0,679.0,911.0,226.0,121.0,50.0,304.0,259.0,2540.0,38.1,11.1,19.8,0.2,0.5,11.0,19.3,8.5,11.1,2.8,8.3,11.1,2.8,1.5,0.6,3.7,3.2,31.0,10.5,18.8,0.2,0.5,10.4,18.3,8.0,10.5,2.7,7.8,10.5,2.6,1.4,0.6,3.5,3.0,29.3,27.2,0.626,0.026000000000000002,0.561,9.3,24.0,17.1,13.2,1.9,1.0,13.0,32.6,10.5,5.4,15.9,0.245,5.6,1.0,6.6,6.7
1987-88,Dominique Wilkins*,SF,28.0,ATL,78.0,76.0,2948.0,909.0,1957.0,0.46399999999999997,38.0,129.0,0.295,871.0,1828.0,0.47600000000000003,0.474,541.0,655.0,0.826,211.0,291.0,502.0,224.0,103.0,47.0,218.0,162.0,2397.0,37.8,11.7,25.1,0.5,1.7,11.2,23.4,6.9,8.4,2.7,3.7,6.4,2.9,1.3,0.6,2.8,2.1,30.7,11.1,23.9,0.5,1.6,10.6,22.3,6.6,8.0,2.6,3.6,6.1,2.7,1.3,0.6,2.7,2.0,29.3,23.7,0.534,0.066,0.335,7.9,11.0,9.5,13.5,1.7,1.0,8.9,35.2,7.0,2.8,9.8,0.16,4.4,-1.5,2.9,3.7
1980-81,Adrian Dantley*,SF,24.0,UTA,80.0,,3417.0,909.0,1627.0,0.5589999999999999,2.0,7.0,0.28600000000000003,907.0,1620.0,0.56,0.5589999999999999,632.0,784.0,0.8059999999999999,192.0,317.0,509.0,322.0,109.0,18.0,282.0,245.0,2452.0,42.7,11.4,20.3,0.0,0.1,11.3,20.3,7.9,9.8,2.4,4.0,6.4,4.0,1.4,0.2,3.5,3.1,30.7,9.6,17.1,0.0,0.1,9.6,17.1,6.7,8.3,2.0,3.3,5.4,3.4,1.1,0.2,3.0,2.6,25.8,24.3,0.622,0.004,0.48200000000000004,6.5,10.5,8.5,16.3,1.6,0.3,12.5,28.4,12.3,1.3,13.6,0.191,6.4,-1.8,4.6,5.7
1982-83,Adrian Dantley*,SF,26.0,UTA,22.0,22.0,887.0,233.0,402.0,0.58,0.0,0.0,,233.0,402.0,0.58,0.58,210.0,248.0,0.847,58.0,82.0,140.0,105.0,20.0,0.0,81.0,62.0,676.0,40.3,10.6,18.3,0.0,0.0,10.6,18.3,9.5,11.3,2.6,3.7,6.4,4.8,0.9,0.0,3.7,2.8,30.7,9.5,16.3,0.0,0.0,9.5,16.3,8.5,10.1,2.4,3.3,5.7,4.3,0.8,0.0,3.3,2.5,27.4,24.4,0.6609999999999999,0.0,0.617,6.9,9.2,8.0,18.8,1.0,0.0,13.7,26.1,3.8,0.5,4.3,0.23199999999999998,6.1,-2.0,4.1,1.4
2004-05,Allen Iverson*,PG,29.0,PHI,75.0,75.0,3174.0,771.0,1818.0,0.424,104.0,338.0,0.308,667.0,1480.0,0.451,0.45299999999999996,656.0,786.0,0.835,51.0,248.0,299.0,596.0,180.0,9.0,344.0,140.0,2302.0,42.3,10.3,24.2,1.4,4.5,8.9,19.7,8.7,10.5,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,30.7,8.7,20.6,1.2,3.8,7.6,16.8,7.4,8.9,0.6,2.8,3.4,6.8,2.0,0.1,3.9,1.6,26.1,23.2,0.532,0.18600000000000003,0.43200000000000005,1.8,8.9,5.3,37.6,2.9,0.2,13.7,35.0,5.3,3.7,9.0,0.136,4.8,-0.5,4.3,5.0
